-0.169513,-0.24397
-1.462618,-1.333294
0.769671,0.849244
0.252315,0.56051
0.078094,0.453757
1.288404,1.37432
-0.397251,0.041922
0.42949,0.415679
0.729293,0.945137
0.156166,-0.430953
-1.480465,-1.547486
1.369825,1.445611
0.664539,0.588856
-0.182888,0.035502
0.823293,1.04636
3.19837,2.557345
0.839631,0.697558
1.548362,1.834548
0.256394,-0.124201
1.748077,1.9561
-0.528268,-0.674152
-0.046091,0.18493
0.944731,0.812498
-0.076291,-0.079195
-0.329305,-0.422689
2.706956,2.621084
-0.591358,-0.5536
0.338881,0.112962
1.316337,1.867497
-1.739437,-2.014993
-1.776949,-1.824697
-0.594297,-0.926489
1.52024,0.996018
-0.2375,0.29589
0.41392,0.579319
-0.455612,-0.357233
-1.613086,-1.344178
-0.985478,-1.108479
-0.670629,-0.29698
1.353029,0.875881
-1.753323,-1.598156
-1.395063,-1.151492
1.345379,1.548231
-1.222545,-1.589214
0.625991,0.689018
-0.022993,-0.601036
0.745527,1.077268
0.320976,-0.365858
-1.111081,-1.273695
-0.302128,-0.755737
0.269191,0.287541
-1.021698,-1.235332
0.472411,0.2384
0.430935,0.806648
-0.537755,-0.666253
0.201209,0.320279
-2.209405,-2.148982
-0.671298,-0.867265
0.239555,0.796344
-0.792838,-0.436925
2.016533,2.188641
-0.079728,0.087098
-0.849272,-0.550041
-0.350384,-0.444174
0.358391,0.399345
1.593014,0.877703
2.39193,2.26783
0.204474,0.159198
-0.182294,0.205905
0.636784,0.269894
-0.953005,-0.462903
-0.441774,-0.295062
-1.189463,-1.125899
-0.906989,-0.755295
-1.386125,-0.968782
-0.721023,-0.285133
-0.196689,-0.357128
1.177415,1.262282
0.427788,0.915815
1.661053,2.024721
1.883659,1.511445
0.899543,0.021783
0.191516,-0.146508
-0.758653,-1.380902
0.608013,0.409494
-1.014981,-1.182353
1.645525,1.861682
-0.266341,-0.506297
1.022983,0.551011
0.849844,0.565627
1.500774,1.323538
0.285668,0.527447
0.589876,0.809782
0.734111,0.561592
-0.305723,-0.179397
0.72481,0.095715
0.353037,0.136035
-0.30542,-0.550241
-0.061641,0.069992
-0.147523,-0.762966
-0.04806,0.343324
-1.053058,-1.072101
1.379076,1.21064
-2.554923,-2.583247
0.124138,-0.502862
-0.621877,-0.721744
0.614224,-0.051647
2.111994,1.445771
0.134562,0.215906
-1.062019,-1.367463
-0.367921,-0.598094
-0.768475,0.178776
0.231038,1.010947
0.35498,0.859498
0.091605,-0.244886
0.473135,-0.018986
-0.353642,-0.716109
-0.737246,-1.068969
-0.377424,-0.857221
1.764673,1.398841
-0.05066,-0.21711
-0.910405,-1.429968
-0.274707,-0.212263
0.163569,-0.170265
-1.46679,-1.429536
-0.469016,-0.545125
-1.986049,-2.127071
-0.685161,-0.481701
-0.5044,-0.502638
-1.989978,-1.613008
-0.211165,-0.782657
-1.508752,-1.85052
1.848168,1.305598
0.708306,0.551032
0.944427,0.645361
-0.326024,-0.481145
0.792248,0.069643
-1.41676,-1.22019
0.806616,0.684364
-0.484636,-0.8832
-0.263262,-0.583653
-0.998916,-1.440476
-0.703281,-1.131767
-0.555413,-0.958267
-0.607875,-1.227736
2.454316,2.037399
-0.016585,0.196943
1.37082,1.830742
-1.503656,-2.14456
0.225847,0.351516
0.64036,0.310563
-0.530223,-0.640602
0.34571,0.507978
1.591684,1.166497
0.756767,0.467117
0.272663,-0.063323
0.397533,0.270256
0.54265,0.713571
-0.348192,-0.123331
-1.392633,-1.708259
2.064616,1.713611
-0.002,0.256775
-0.29563,-0.138727
0.122527,0.170151
-0.262948,-0.406521
0.939079,0.666956
-0.987872,-0.30727
-0.255756,-0.121689
0.786887,0.846545
-0.576323,-0.714787
-0.630873,-0.838475
-1.015506,-0.938342
0.022551,-0.473878
-0.099045,-0.475323
0.642296,1.284842
0.005235,-0.43567
-0.933126,-1.18226
-0.233936,-0.250617
-0.566935,-0.643484
0.35077,-0.29957
-2.221549,-1.736306
0.505146,0.676755
0.062271,-0.366044
-1.42041,-1.166614
-0.926322,-0.796303
1.560282,1.925715
-0.121078,-0.314084
-1.116764,-0.780922
-0.715835,-0.096026
1.35786,1.24204
1.25071,1.786145
-0.666891,-0.615487
0.775433,1.07832
-0.775193,-0.375893
-1.0469,-0.946136
-2.122847,-2.34787
-1.323138,-1.148916
1.043255,0.884345
0.884435,0.497691
1.373867,0.953835
0.460647,0.111828
0.417472,0.230192
-1.29243,-0.773013
-2.337925,-2.055323
-0.890062,-0.52774
0.160602,-0.120457
0.253236,0.004857
1.394465,0.714048
0.985491,0.971708
1.053202,0.236696
-0.385341,0.23859
0.053233,-0.138308
-0.801738,-0.83896
-1.119565,-1.168743
