1.288404,1.37432,0
1.369825,1.445611,0
0.823293,1.04636,0
3.19837,2.557345,0
1.548362,1.834548,0
1.748077,1.9561,0
0.944731,0.812498,0
2.706956,2.621084,0
1.316337,1.867497,0
1.52024,0.996018,0
1.353029,0.875881,0
1.345379,1.548231,0
0.745527,1.077268,0
2.016533,2.188641,0
1.593014,0.877703,0
2.39193,2.26783,0
1.177415,1.262282,0
1.661053,2.024721,0
1.883659,1.511445,0
1.645525,1.861682,0
1.500774,1.323538,0
1.379076,1.21064,0
2.111994,1.445771,0
1.764673,1.398841,0
1.848168,1.305598,0
2.454316,2.037399,0
1.37082,1.830742,0
1.591684,1.166497,0
2.064616,1.713611,0
0.642296,1.284842,0
1.560282,1.925715,0
1.35786,1.24204,0
1.25071,1.786145,0
0.775433,1.07832,0
1.043255,0.884345,0
1.373867,0.953835,0
1.394465,0.714048,0
0.985491,0.971708,0
1.120331,0.874994,0
1.21431,1.422195,0
1.480206,1.206158,0
1.987652,1.990047,0
1.019646,1.141357,0
1.602236,1.800332,0
0.635179,1.122877,0
1.503543,1.343943,0
1.290887,1.636404,0
1.25322,1.22166,0
1.040738,1.035085,0
1.475961,0.868137,0
1.262632,1.233847,0
1.360274,1.241547,0
2.333643,2.412142,0
2.0425,1.011269,0
1.427569,1.009176,0
0.800802,0.956278,0
0.77176,1.117794,0
1.419738,2.059757,0
3.103028,2.961063,0
1.485969,1.813312,0
0.963112,1.36543,0
1.04899,0.992961,0
1.165228,0.726488,0
1.267313,1.201958,0
0.807271,1.333718,0
0.940472,0.811664,0
1.190203,1.198439,0
0.878127,0.924322,0
0.955883,1.387777,0
1.267096,1.323862,0
1.242325,0.994262,0
1.106773,0.858656,0
1.551096,1.950258,0
1.303256,1.892944,0
1.68876,2.040002,0
2.055097,1.629717,0
1.803939,2.665008,0
0.947607,1.816175,0
1.412653,1.489576,0
1.927171,1.645077,0
1.478564,1.522849,0
1.363677,1.427842,0
1.304718,1.307707,0
1.249275,1.136011,0
1.187483,1.492555,0
1.090376,1.175852,0
1.785192,2.174335,0
1.586363,1.501553,0
1.621473,1.660233,0
0.762422,1.175573,0
1.377615,1.471721,0
2.560039,2.069109,0
1.128922,1.204373,0
1.384177,1.067172,0
1.701233,1.801191,0
2.088797,1.36804,0
2.297972,1.935604,0
2.348963,6.1782e-2,0
1.760677,1.095238,0
2.22035,1.55498,0
2.256343,1.633295,0
2.244038,0.674048,0
1.760773,0.340122,0
2.027369,1.175661,0
1.911027,0.132324,0
1.883557,2.059163,0
1.460899,1.162862,0
1.852958,0.620807,0
2.204924,0.907062,0
2.022325,1.442141,0
2.201263,0.458657,0
1.698996,0.815207,0
2.55601,0.387185,0
1.79217,0.945587,0
2.137516,0.404854,0
2.572444,0.462289,0
1.912374,1.950513,0
1.33275,0.332272,0
2.324478,0.33109,0
1.526745,1.008025,0
2.124222,0.246067,0
1.664351,0.244994,0
2.291471,0.238738,0
1.964647,0.315414,0
2.120473,0.884429,0
2.163361,1.324678,0
2.059783,0.381376,0
1.269438,1.411938,0
1.561027,1.864145,0
1.809203,1.502086,0
2.000831,1.999395,0
1.475164,0.295306,0
1.602607,1.407343,0
2.323715,0.213435,0
1.031852,3.020142,0
1.813171,0.100443,0
1.919295,7.142e-2,0
2.161401,0.701756,0
2.100538,0.487677,0
1.667414,1.900948,0
2.233409,1.690908,0
1.245458,0.432252,0
1.823073,1.650673,0
2.013615,0.574304,0
2.018552,2.213e-2,0
1.681602,0.706513,0
1.682566,1.849815,0
2.084048,1.053426,0
2.091493,2.453773,0
